heart_rate,spo2,temperature,respiratory_rate,systolic_bp,risk_score_2h,condition_2h,risk_score_6h,condition_6h,risk_score_12h,condition_12h,risk_score_24h,condition_24h
87.4,97.5,36.9,15.9,97.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.2,97.2,37.0,12.2,147.6,0.0189,Risk of hypertension,0.0189,Risk of hypertension,0.0189,Risk of hypertension,0.0189,Risk of hypertension
54.7,95.8,36.1,21.3,138.2,0.0203,No significant risk,0.026,No significant risk,0.0344,Risk of bradycardia,0.0512,Risk of bradycardia
97.7,84.6,38.3,9.8,138.8,0.0848,Risk of hypoxia,0.0984,Risk of hypoxia,0.1187,Risk of hypoxia,0.1593,Risk of hypoxia
55.8,94.5,37.6,22.0,91.5,0.0236,No significant risk,0.0291,No significant risk,0.0373,No significant risk,0.0538,Risk of bradycardia
70.5,99.4,36.2,17.8,95.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
73.1,96.7,36.1,18.9,100.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
144.2,77.7,39.1,23.2,82.2,0.2829,Risk of tachycardia,0.3419,Risk of tachycardia,0.4304,Risk of tachycardia,0.6073,Risk of tachycardia
60.5,96.2,37.4,11.5,117.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
152.0,85.8,39.7,21.5,118.2,0.2516,Risk of tachycardia,0.311,Risk of tachycardia,0.4002,Risk of tachycardia,0.5785,Risk of tachycardia
96.6,84.9,36.4,30.6,177.3,0.1488,Risk of hypoxia,0.1589,Risk of hypoxia,0.174,Risk of hypoxia,0.2043,Risk of hypoxia
71.7,95.0,36.9,13.3,136.6,0.0003,No significant risk,0.0003,No significant risk,0.0004,No significant risk,0.0005,No significant risk
71.7,92.6,36.1,23.3,104.8,0.013,No significant risk,0.0153,No significant risk,0.0189,No significant risk,0.0259,Risk of hypoxia
78.4,96.5,36.1,14.6,117.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
73.2,94.7,37.9,15.3,101.8,0.0164,No significant risk,0.0183,No significant risk,0.0213,No significant risk,0.0272,No significant risk
78.3,98.8,36.3,17.7,91.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
100.4,94.0,36.9,12.9,133.2,0.0064,No significant risk,0.0077,No significant risk,0.0096,No significant risk,0.0136,No significant risk
94.1,96.0,37.1,14.8,126.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.9,92.8,35.9,16.9,90.3,0.035,No significant risk,0.0445,No significant risk,0.0587,No significant risk,0.087,Risk of tachycardia
97.8,99.9,36.5,19.4,117.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.1,98.3,37.2,14.1,123.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
64.5,95.0,37.2,18.4,129.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.5,92.9,36.2,15.3,134.2,0.0115,No significant risk,0.0136,No significant risk,0.0167,No significant risk,0.023,No significant risk
55.0,92.1,35.8,15.7,145.7,0.0556,Risk of hypertension,0.0643,Risk of hypertension,0.0773,Risk of hypertension,0.1033,Risk of bradycardia
102.1,94.8,36.4,11.5,141.9,0.011,Risk of hypertension,0.0129,Risk of hypertension,0.0158,Risk of hypertension,0.0215,Risk of hypertension
56.0,85.8,36.4,24.1,192.7,0.1981,Risk of hypoxia,0.2116,Risk of hypoxia,0.2318,Risk of hypoxia,0.2723,Risk of bradycardia
85.1,92.3,35.7,12.6,87.1,0.0334,Risk of hypotension,0.0368,Risk of hypotension,0.0418,Risk of hypotension,0.052,Risk of hypoxia
125.4,77.9,38.9,10.5,105.7,0.2031,Risk of tachycardia,0.246,Risk of tachycardia,0.3103,Risk of tachycardia,0.4389,Risk of tachycardia
74.9,96.3,36.6,15.3,139.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
65.7,95.3,36.8,12.4,131.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
84.3,95.4,35.9,12.8,105.7,0.0019,No significant risk,0.002,No significant risk,0.0023,No significant risk,0.0027,No significant risk
63.7,92.7,37.9,10.3,137.2,0.0277,No significant risk,0.0317,No significant risk,0.0377,No significant risk,0.0497,Risk of hypoxia
72.2,77.8,34.0,26.2,151.8,0.1753,Risk of hypoxia,0.1964,Risk of hypoxia,0.2281,Risk of hypoxia,0.2914,Risk of hypoxia
152.2,89.5,34.1,13.1,178.7,0.3017,Risk of tachycardia,0.3527,Risk of tachycardia,0.4293,Risk of tachycardia,0.5824,Risk of tachycardia
62.9,98.5,36.5,19.4,122.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
97.9,96.3,36.5,15.2,92.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
58.0,94.4,36.4,20.8,137.2,0.0109,No significant risk,0.0137,No significant risk,0.0177,No significant risk,0.0258,No significant risk
74.7,96.9,36.3,18.4,125.4,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
74.7,95.5,36.8,13.0,139.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
83.8,87.1,39.4,22.1,88.6,0.1144,Risk of hypoxia,0.1298,Risk of hypoxia,0.1528,Risk of hypoxia,0.1989,Risk of hypoxia
104.8,95.9,37.1,22.1,143.1,0.0193,Risk of hypertension,0.0231,Risk of hypertension,0.0289,Risk of hypertension,0.0404,Risk of hypertension
46.9,86.4,38.2,28.0,146.9,0.1394,Risk of bradycardia,0.1647,Risk of bradycardia,0.2027,Risk of bradycardia,0.2787,Risk of bradycardia
91.9,98.6,36.2,15.7,98.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
51.2,94.4,36.9,18.7,128.1,0.0374,Risk of bradycardia,0.0474,Risk of bradycardia,0.0624,Risk of bradycardia,0.0925,Risk of bradycardia
61.9,77.5,39.0,10.5,196.6,0.2892,Risk of hypoxia,0.3125,Risk of hypoxia,0.3475,Risk of hypoxia,0.4174,Risk of hypoxia
97.6,95.6,33.7,14.8,151.2,0.0882,Risk of hypothermia,0.0928,Risk of hypothermia,0.0998,Risk of hypothermia,0.1137,Risk of hypothermia
110.3,92.4,36.9,18.3,127.4,0.0392,No significant risk,0.05,No significant risk,0.0664,No significant risk,0.099,Risk of tachycardia
74.6,99.2,36.3,18.6,118.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
124.2,79.4,37.0,31.2,123.3,0.1441,Risk of hypoxia,0.1791,Risk of tachycardia,0.2316,Risk of tachycardia,0.3366,Risk of tachycardia
91.5,78.0,35.7,33.6,108.2,0.1006,Risk of hypoxia,0.1182,Risk of hypoxia,0.1445,Risk of hypoxia,0.1972,Risk of hypoxia
145.2,82.4,33.6,27.0,107.1,0.2408,Risk of tachycardia,0.2944,Risk of tachycardia,0.3748,Risk of tachycardia,0.5356,Risk of tachycardia
90.3,85.2,38.4,17.1,124.8,0.0874,Risk of hypoxia,0.1009,Risk of hypoxia,0.1213,Risk of hypoxia,0.1621,Risk of hypoxia
73.9,95.2,37.5,15.1,119.1,0.0008,No significant risk,0.0009,No significant risk,0.001,No significant risk,0.0013,No significant risk
67.5,93.7,37.8,20.1,122.5,0.0191,No significant risk,0.0218,No significant risk,0.0258,No significant risk,0.0338,No significant risk
51.9,95.7,36.8,17.6,108.4,0.0313,No significant risk,0.0399,Risk of bradycardia,0.0529,Risk of bradycardia,0.0788,Risk of bradycardia
67.7,99.8,36.5,15.7,92.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
88.7,97.7,36.7,13.9,127.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
67.6,97.3,36.4,14.0,122.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
103.6,94.5,35.7,13.8,148.7,0.0413,Risk of hypertension,0.0453,Risk of hypertension,0.0513,Risk of hypertension,0.0634,Risk of hypertension
96.1,92.0,36.8,10.5,122.0,0.0163,No significant risk,0.0192,No significant risk,0.0236,No significant risk,0.0325,Risk of hypoxia
156.1,86.4,36.2,33.4,155.9,0.2219,Risk of tachycardia,0.2754,Risk of tachycardia,0.3557,Risk of tachycardia,0.5161,Risk of tachycardia
78.6,96.2,36.6,15.6,119.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
60.7,95.0,37.6,19.3,107.0,0.0027,No significant risk,0.003,No significant risk,0.0034,No significant risk,0.0043,No significant risk
149.0,79.4,33.3,27.5,176.7,0.3661,Risk of tachycardia,0.4264,Risk of tachycardia,0.5168,Risk of tachycardia,0.6976,Risk of tachycardia
146.2,87.6,36.7,6.8,98.3,0.1516,Risk of tachycardia,0.196,Risk of tachycardia,0.2625,Risk of tachycardia,0.3956,Risk of tachycardia
90.9,95.3,37.4,13.9,121.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.5,98.8,36.9,19.9,103.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
71.4,94.6,37.6,19.6,142.4,0.0129,Risk of hypertension,0.0138,Risk of hypertension,0.0152,Risk of hypertension,0.018,Risk of hypertension
94.9,95.3,37.1,14.6,105.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
111.1,92.3,36.4,22.0,110.7,0.0417,No significant risk,0.0533,No significant risk,0.0707,No significant risk,0.1056,Risk of tachycardia
77.0,96.9,37.1,18.1,115.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
93.2,76.2,34.8,18.6,86.2,0.1463,Risk of hypoxia,0.1674,Risk of hypoxia,0.199,Risk of hypoxia,0.2623,Risk of hypoxia
130.9,80.6,37.1,26.9,192.1,0.2832,Risk of tachycardia,0.3223,Risk of tachycardia,0.3809,Risk of tachycardia,0.498,Risk of tachycardia
99.4,91.3,36.9,22.0,80.5,0.0522,Risk of hypotension,0.056,Risk of hypotension,0.0616,Risk of hypoxia,0.0728,Risk of hypoxia
81.2,96.3,36.1,17.8,91.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
85.0,97.8,36.7,10.9,120.9,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
159.6,84.0,35.2,32.3,90.8,0.2231,Risk of tachycardia,0.2832,Risk of tachycardia,0.3735,Risk of tachycardia,0.554,Risk of tachycardia
76.4,92.2,36.4,13.7,129.6,0.0151,No significant risk,0.0179,No significant risk,0.022,No significant risk,0.0303,Risk of hypoxia
68.5,92.0,33.4,21.6,74.5,0.1358,Risk of hypothermia,0.144,Risk of hypothermia,0.1562,Risk of hypothermia,0.1808,Risk of hypoxia
130.8,88.8,38.8,24.8,195.8,0.2922,Risk of tachycardia,0.3281,Risk of tachycardia,0.3819,Risk of tachycardia,0.4896,Risk of tachycardia
150.6,85.9,33.8,21.3,82.1,0.2546,Risk of tachycardia,0.3086,Risk of tachycardia,0.3895,Risk of tachycardia,0.5514,Risk of tachycardia
81.4,95.7,35.5,12.7,116.9,0.0123,No significant risk,0.0133,No significant risk,0.0147,No significant risk,0.0176,No significant risk
83.0,83.9,38.0,23.5,105.4,0.0788,Risk of hypoxia,0.0919,Risk of hypoxia,0.1115,Risk of hypoxia,0.1508,Risk of hypoxia
64.2,97.8,35.8,15.2,86.7,0.0156,Risk of hypotension,0.0159,Risk of hypotension,0.0164,Risk of hypotension,0.0175,Risk of hypotension
91.2,96.0,36.2,15.8,90.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
92.3,98.9,37.1,18.8,124.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
91.3,99.2,37.0,16.1,101.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
125.9,95.6,34.1,12.5,93.6,0.1118,Risk of tachycardia,0.1363,Risk of tachycardia,0.1732,Risk of tachycardia,0.2468,Risk of tachycardia
58.4,76.4,40.0,6.7,177.8,0.291,Risk of hypoxia,0.3213,Risk of hypoxia,0.3668,Risk of hypoxia,0.4577,Risk of hypoxia
104.7,95.3,37.8,23.0,85.6,0.035,Risk of hypotension,0.0397,Risk of hypotension,0.0469,Risk of hypotension,0.0613,Risk of hypotension
70.0,98.3,37.1,15.7,120.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
92.2,99.8,36.4,16.0,94.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
82.7,92.9,36.6,14.7,118.9,0.0117,No significant risk,0.0139,No significant risk,0.0171,No significant risk,0.0235,No significant risk
50.6,96.6,37.3,15.1,88.4,0.0417,Risk of bradycardia,0.0518,Risk of bradycardia,0.0669,Risk of bradycardia,0.0972,Risk of bradycardia
154.4,80.0,35.3,11.3,142.9,0.2391,Risk of tachycardia,0.2991,Risk of tachycardia,0.389,Risk of tachycardia,0.5688,Risk of tachycardia
74.2,98.5,36.7,15.1,111.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
50.4,92.5,37.7,11.1,130.9,0.0583,Risk of bradycardia,0.0719,Risk of bradycardia,0.0923,Risk of bradycardia,0.1331,Risk of bradycardia
68.8,82.8,37.0,31.6,192.2,0.1976,Risk of hypoxia,0.2098,Risk of hypoxia,0.2282,Risk of hypoxia,0.2648,Risk of hypoxia
45.8,89.1,35.9,19.7,71.6,0.1521,Risk of bradycardia,0.1734,Risk of bradycardia,0.2054,Risk of bradycardia,0.2693,Risk of bradycardia
91.6,97.3,36.4,15.1,132.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.0,77.5,34.8,32.7,143.5,0.1374,Risk of hypoxia,0.1574,Risk of hypoxia,0.1874,Risk of hypoxia,0.2474,Risk of hypoxia
88.8,94.2,37.5,17.3,92.6,0.005,No significant risk,0.0059,No significant risk,0.0072,No significant risk,0.0099,No significant risk
81.5,99.7,36.4,19.0,128.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
61.5,95.5,36.9,13.6,108.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
97.2,92.7,36.5,16.8,120.2,0.0128,No significant risk,0.0151,No significant risk,0.0186,No significant risk,0.0255,Risk of hypoxia
56.5,92.0,37.9,22.1,159.4,0.0913,Risk of hypertension,0.0996,Risk of hypertension,0.1119,Risk of hypertension,0.1365,Risk of bradycardia
59.0,96.0,36.8,19.0,107.0,0.0039,No significant risk,0.005,No significant risk,0.0066,No significant risk,0.0098,No significant risk
108.4,76.8,36.1,27.9,172.2,0.2009,Risk of hypoxia,0.2258,Risk of hypoxia,0.2632,Risk of hypoxia,0.3381,Risk of hypoxia
108.2,93.6,36.5,22.6,143.3,0.0354,Risk of hypertension,0.0433,Risk of hypertension,0.0552,Risk of hypertension,0.079,Risk of hypertension
105.8,92.5,37.7,14.5,96.6,0.0333,No significant risk,0.0411,No significant risk,0.0528,No significant risk,0.0761,Risk of hypoxia
76.7,96.3,36.5,13.1,104.8,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
78.7,94.1,37.4,22.5,134.2,0.0051,No significant risk,0.006,No significant risk,0.0074,No significant risk,0.0101,No significant risk
98.4,92.9,35.8,14.8,137.5,0.016,No significant risk,0.0185,No significant risk,0.0221,No significant risk,0.0294,No significant risk
62.5,95.7,37.0,17.1,102.7,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
84.3,95.9,36.1,22.1,105.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
51.0,94.2,36.4,17.6,89.7,0.0397,Risk of bradycardia,0.05,Risk of bradycardia,0.0655,Risk of bradycardia,0.0964,Risk of bradycardia
62.2,89.2,38.6,22.3,165.0,0.134,Risk of hypoxia,0.1443,Risk of hypoxia,0.1597,Risk of hypoxia,0.1905,Risk of hypoxia
73.1,96.9,36.2,18.0,133.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
69.7,94.8,37.5,23.0,120.4,0.0029,No significant risk,0.0034,No significant risk,0.004,No significant risk,0.0053,No significant risk
108.7,92.6,36.1,19.9,138.5,0.0342,No significant risk,0.0435,No significant risk,0.0576,No significant risk,0.0857,Risk of hypoxia
86.9,76.9,36.1,12.7,104.3,0.0997,Risk of hypoxia,0.1178,Risk of hypoxia,0.145,Risk of hypoxia,0.1994,Risk of hypoxia
44.4,92.4,36.0,23.3,77.1,0.1177,Risk of bradycardia,0.137,Risk of bradycardia,0.1658,Risk of bradycardia,0.2235,Risk of bradycardia
55.8,97.8,37.5,16.4,99.5,0.0168,No significant risk,0.0213,No significant risk,0.0281,No significant risk,0.0416,Risk of bradycardia
78.1,78.4,36.9,33.4,65.5,0.173,Risk of hypoxia,0.1896,Risk of hypoxia,0.2146,Risk of hypoxia,0.2644,Risk of hypoxia
97.5,95.9,36.2,16.6,133.1,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
114.6,96.1,35.7,23.9,111.5,0.0433,No significant risk,0.0557,No significant risk,0.0742,Risk of tachycardia,0.1112,Risk of tachycardia
82.3,96.5,36.2,12.0,112.5,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
106.5,96.0,35.0,14.1,86.6,0.0529,Risk of hypothermia,0.0602,Risk of hypothermia,0.071,Risk of hypothermia,0.0926,Risk of hypothermia
71.4,99.0,37.1,19.8,101.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
76.0,77.4,39.1,24.4,87.2,0.1624,Risk of hypoxia,0.1863,Risk of hypoxia,0.2223,Risk of hypoxia,0.2943,Risk of hypoxia
68.7,96.4,36.6,23.8,88.6,0.0048,Risk of hypotension,0.0048,Risk of hypotension,0.0048,Risk of hypotension,0.0048,Risk of hypotension
81.3,95.0,36.3,20.2,141.9,0.0046,Risk of hypertension,0.0046,Risk of hypertension,0.0046,Risk of hypertension,0.0046,Risk of hypertension
135.6,92.9,36.9,30.0,106.0,0.0973,Risk of tachycardia,0.1279,Risk of tachycardia,0.1739,Risk of tachycardia,0.2658,Risk of tachycardia
70.6,94.8,36.2,23.5,105.3,0.0011,No significant risk,0.0013,No significant risk,0.0016,No significant risk,0.0022,No significant risk
81.1,95.3,36.2,13.8,113.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
102.0,96.4,36.6,14.7,105.6,0.0048,No significant risk,0.0063,No significant risk,0.0087,No significant risk,0.0135,No significant risk
41.5,75.3,38.6,19.8,82.7,0.2422,Risk of bradycardia,0.2859,Risk of bradycardia,0.3515,Risk of bradycardia,0.4827,Risk of bradycardia
97.3,99.3,36.9,15.9,116.0,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
155.7,79.5,38.7,11.7,93.8,0.2605,Risk of tachycardia,0.3252,Risk of tachycardia,0.4224,Risk of tachycardia,0.6167,Risk of tachycardia
76.3,97.6,35.7,17.2,144.7,0.019,Risk of hypertension,0.0195,Risk of hypertension,0.0204,Risk of hypertension,0.022,Risk of hypertension
54.6,82.7,37.3,10.6,195.7,0.2279,Risk of hypoxia,0.246,Risk of hypoxia,0.2731,Risk of bradycardia,0.3274,Risk of bradycardia
55.9,77.5,33.6,32.4,91.1,0.1744,Risk of hypoxia,0.2011,Risk of hypoxia,0.2411,Risk of hypoxia,0.3211,Risk of bradycardia
79.2,95.6,35.7,13.2,145.5,0.0222,Risk of hypertension,0.0228,Risk of hypertension,0.0238,Risk of hypertension,0.0257,Risk of hypertension
132.7,75.4,35.3,24.2,102.2,0.2046,Risk of tachycardia,0.2518,Risk of tachycardia,0.3225,Risk of tachycardia,0.4639,Risk of tachycardia
114.2,76.5,39.4,33.8,75.5,0.2501,Risk of hypoxia,0.2874,Risk of hypoxia,0.3434,Risk of tachycardia,0.4554,Risk of tachycardia
69.7,94.4,35.9,18.1,147.3,0.023,Risk of hypertension,0.0238,Risk of hypertension,0.0249,Risk of hypertension,0.0271,Risk of hypertension
55.4,95.7,36.4,22.0,113.3,0.0178,No significant risk,0.0227,No significant risk,0.0301,No significant risk,0.0449,Risk of bradycardia
67.6,98.8,36.4,18.1,100.3,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
80.3,97.7,37.8,12.9,108.3,0.0116,No significant risk,0.013,No significant risk,0.0149,No significant risk,0.0189,No significant risk
80.4,97.3,37.1,19.4,109.2,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
108.3,96.8,35.5,14.5,112.4,0.0326,No significant risk,0.0402,No significant risk,0.0515,No significant risk,0.0743,No significant risk
68.0,95.2,36.8,14.1,92.6,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk,0.0,No significant risk
