heart_rate,spo2,temperature,respiratory_rate,systolic_bp,sleep_hours,stress_level,activity_level,risk_level
67.0,97.6,36.6,17.2,155.8,6.3,0.2,0.7,low
71.2,93.6,36.9,16.9,122.0,5.2,2.6,0.2,low
100.6,99.2,37.2,22.3,157.4,2.5,7.4,1.1,critical
94.6,98.2,37.1,19.9,153.5,4.6,9.2,1.8,high
80.0,96.1,36.2,16.3,159.8,8.9,6.7,3.7,moderate
79.9,95.1,36.7,14.3,118.7,4.0,1.4,1.2,low
109.4,94.8,36.6,25.1,123.8,3.6,1.8,9.2,moderate
92.6,97.8,36.7,23.2,127.8,9.3,4.9,8.6,low
97.3,93.6,36.4,15.6,114.9,5.6,5.7,2.6,low
76.0,94.3,37.3,21.7,118.4,10.5,3.8,7.5,low
60.2,96.1,36.7,16.2,122.9,10.6,1.7,0.2,low
63.5,97.9,36.1,16.5,120.1,6.7,4.3,5.7,low
78.8,95.8,36.8,20.0,150.6,8.5,5.8,1.8,moderate
110.8,97.5,37.0,26.7,136.9,8.6,9.0,8.5,high
111.8,94.6,37.3,21.0,130.4,6.0,7.0,9.2,high
87.7,96.3,37.6,20.5,136.8,2.2,4.8,1.0,low
88.9,96.9,37.0,19.0,125.0,10.7,5.2,9.1,low
61.6,98.1,35.8,16.1,116.1,4.7,0.7,0.1,low
84.6,96.5,36.8,16.6,128.7,8.7,6.5,2.2,low
77.8,96.1,36.3,20.5,130.8,11.7,7.5,1.6,low
61.3,98.6,36.6,17.5,120.1,8.0,6.7,5.5,low
80.6,99.0,36.0,14.0,121.2,9.8,0.6,7.1,low
102.9,95.2,36.3,24.0,146.4,5.0,9.3,7.4,high
105.5,95.8,37.2,20.3,137.6,5.5,8.6,0.5,high
69.9,95.7,37.2,18.6,114.6,10.6,7.8,3.9,low
66.1,96.0,36.4,20.4,147.9,6.5,5.2,5.4,low
86.3,98.0,36.8,12.5,158.8,11.1,7.1,0.5,moderate
75.0,93.9,35.9,18.9,118.3,5.3,6.6,2.3,low
74.8,95.5,36.9,17.6,128.2,4.6,0.5,5.6,low
108.3,91.0,37.2,17.2,123.7,2.6,3.6,9.6,high
111.7,94.7,37.5,21.8,116.3,6.9,3.6,9.9,moderate
76.0,96.9,37.7,20.2,143.3,11.8,5.2,1.8,low
86.9,98.5,36.5,18.0,141.1,6.2,6.7,1.2,low
122.0,93.9,36.4,14.3,146.2,2.3,9.3,7.0,high
73.0,96.7,36.6,20.2,146.8,4.2,0.1,2.3,low
104.0,97.8,36.6,22.9,137.0,3.0,6.0,10.0,high
67.4,94.6,36.3,16.1,154.8,8.6,7.5,2.5,moderate
73.6,99.6,37.1,13.8,117.0,5.9,4.9,4.2,low
86.0,93.9,37.0,17.4,123.4,8.7,0.6,5.3,low
94.2,95.4,37.0,26.3,140.4,3.4,7.2,5.1,high
83.4,94.3,36.5,21.0,130.4,11.9,5.1,1.2,low
77.4,95.9,36.7,12.5,129.4,6.7,1.0,4.7,low
76.2,99.6,37.1,15.3,123.3,8.3,1.5,4.4,low
101.7,97.4,36.5,22.1,121.2,11.5,0.6,9.8,moderate
87.0,99.1,37.6,16.7,135.6,4.2,8.6,4.5,moderate
97.2,95.9,37.0,18.1,157.7,5.4,8.0,5.9,moderate
83.1,97.7,36.6,16.1,134.1,11.3,7.5,4.4,low
74.6,98.9,37.1,13.0,132.8,9.2,2.9,0.5,low
85.2,98.3,36.8,14.4,138.0,4.1,4.9,0.9,low
114.9,97.6,37.0,26.4,123.8,8.9,0.0,9.3,moderate
89.5,97.5,37.0,16.4,115.8,11.1,5.8,1.7,low
91.4,97.5,36.2,22.1,134.7,4.4,6.3,8.1,moderate
97.9,94.8,36.4,20.2,113.0,11.9,6.4,8.9,low
68.0,93.0,37.2,20.8,110.5,7.9,6.0,2.9,moderate
57.0,99.2,37.0,14.3,135.4,5.5,2.4,4.6,low
80.4,99.4,37.7,14.8,121.7,9.6,0.1,4.8,low
108.1,96.0,37.1,24.0,124.9,10.0,9.8,7.1,high
105.1,94.0,36.4,13.3,112.5,10.0,4.4,9.6,low
91.4,97.3,36.3,17.6,132.3,3.0,5.2,5.3,moderate
91.0,98.2,37.3,18.6,139.7,7.2,1.6,3.8,low
74.6,95.8,36.9,19.3,125.5,3.4,1.6,1.6,low
73.6,98.6,36.1,23.0,104.4,7.9,2.1,2.8,low
80.2,97.9,37.0,20.5,128.0,8.9,7.2,2.7,low
83.1,92.6,37.2,19.4,133.0,4.0,0.0,8.7,moderate
73.3,98.3,36.0,18.9,120.3,8.2,5.3,3.3,low
72.0,99.8,36.9,14.9,139.7,6.9,5.1,4.2,low
102.7,97.8,36.5,17.6,124.6,8.1,7.2,3.1,moderate
78.9,94.8,36.6,19.6,132.5,2.6,5.2,6.5,moderate
91.3,96.7,37.0,11.8,140.4,10.1,8.4,0.2,low
60.0,94.5,36.1,14.0,125.5,10.4,0.9,4.2,low
64.7,97.6,36.4,15.9,122.8,11.2,5.1,3.0,low
107.9,95.1,37.5,16.4,120.4,4.9,6.0,7.8,moderate
102.2,100.0,35.8,14.6,103.0,9.0,4.0,1.3,low
65.7,96.9,35.9,20.8,102.6,3.5,5.4,3.1,moderate
91.0,94.2,36.0,20.4,148.6,9.4,8.8,3.7,low
67.9,95.5,36.2,17.2,140.7,4.5,1.8,2.3,low
61.3,96.0,36.7,11.5,111.5,4.9,0.7,0.8,low
68.1,96.2,36.9,17.3,132.0,7.8,5.2,4.8,low
87.8,97.1,36.3,20.5,111.9,11.5,2.5,7.4,low
72.9,95.1,36.0,14.5,129.9,10.6,3.6,5.3,low
92.5,95.8,37.3,19.6,142.8,11.1,7.9,1.8,low
77.7,97.5,36.7,14.6,112.1,9.9,0.9,5.8,low
100.0,97.5,36.7,20.9,160.5,2.5,7.8,3.8,critical
99.5,98.3,36.5,20.6,151.9,3.6,0.2,7.0,moderate
105.2,95.3,37.9,14.2,163.4,11.3,9.3,5.7,high
88.3,97.1,37.0,19.8,109.2,10.9,4.8,8.2,low
72.4,98.7,37.1,17.4,115.3,10.4,5.0,1.3,low
82.8,99.9,37.4,17.7,127.8,4.8,7.9,4.9,moderate
94.3,96.0,37.4,12.6,127.0,8.3,1.2,5.1,low
109.5,100.0,38.1,24.2,144.4,6.7,9.8,2.0,high
91.4,99.9,36.7,15.1,120.3,11.0,8.3,1.7,low
65.6,96.1,36.6,18.3,132.2,6.6,6.6,2.6,low
84.8,99.8,36.8,17.4,130.3,3.1,4.4,1.3,low
69.4,97.1,36.6,18.5,126.3,8.7,4.7,6.1,low
71.5,95.8,36.3,12.4,129.0,11.0,4.6,4.4,low
39.6,99.9,36.6,12.2,131.0,11.4,0.1,0.1,low
105.5,93.9,37.2,19.1,150.5,2.1,9.8,6.2,critical
92.3,97.3,36.9,16.8,134.1,8.5,5.5,0.8,low
113.5,94.4,36.7,25.4,137.8,7.2,0.2,9.4,moderate
71.1,97.0,36.5,15.8,123.4,7.0,3.1,5.3,low
94.4,94.1,37.7,21.8,109.8,12.0,3.0,8.8,low
66.6,99.0,35.7,12.2,125.0,11.0,2.4,1.8,low
99.5,96.2,36.6,24.5,123.7,7.9,2.7,9.4,low
95.3,96.1,37.0,27.2,126.3,10.1,3.4,9.6,low
94.6,96.2,36.2,16.2,145.8,8.0,8.2,3.1,low
83.5,96.1,36.9,18.4,130.9,8.8,3.9,8.0,low
90.3,97.8,37.1,22.8,123.2,11.0,6.8,2.9,low
111.0,92.2,36.9,24.4,144.8,10.7,9.8,9.5,critical
98.4,95.5,36.3,13.1,120.4,8.2,6.7,7.8,low
88.4,98.7,36.6,21.4,137.2,11.8,8.3,4.8,low
96.0,96.6,36.7,20.8,138.9,3.1,2.7,4.0,low
94.4,97.3,37.6,23.2,125.4,8.5,7.6,1.8,moderate
107.9,96.3,37.2,23.6,143.2,9.0,9.2,0.1,high
133.8,94.4,36.2,21.2,162.6,10.2,8.9,9.4,high
89.8,96.9,36.8,15.4,111.7,7.0,8.1,7.5,low
96.6,99.6,35.9,19.1,123.2,10.2,5.5,8.9,low
78.3,99.5,36.1,21.6,86.9,8.6,2.8,3.2,low
91.8,99.9,36.3,22.3,119.0,7.9,7.7,0.9,moderate
93.9,92.5,36.6,20.2,120.1,11.8,5.0,10.0,moderate
106.4,100.0,37.1,23.9,139.3,11.0,8.2,7.3,high
74.2,93.8,36.9,15.1,146.8,9.1,7.7,0.0,low
119.5,97.1,37.6,17.1,144.3,5.6,9.4,2.4,high
92.8,95.5,36.7,24.8,112.6,6.0,7.5,1.3,moderate
85.9,94.6,36.3,16.5,144.0,4.1,0.3,7.2,low
58.3,95.7,36.3,18.0,121.8,10.5,7.3,0.8,low
87.7,97.7,37.0,14.7,123.3,11.8,5.1,7.4,low
74.3,96.5,35.3,12.0,109.5,9.8,2.8,5.6,low
106.1,95.4,36.6,17.6,135.5,8.7,7.8,8.7,moderate
87.3,97.7,36.7,17.8,127.5,4.0,1.6,4.7,low
113.1,98.8,37.5,15.2,140.7,2.8,9.3,4.0,high
71.4,95.4,36.2,15.6,112.4,4.5,2.2,5.5,low
91.6,95.0,36.4,19.9,121.7,7.9,5.8,5.4,low
74.8,94.0,36.5,13.1,129.0,3.4,4.7,1.6,low
105.3,95.6,36.7,28.3,165.5,2.0,8.7,6.7,critical
74.7,97.3,36.6,17.4,127.5,4.5,4.0,3.3,low
102.5,98.3,36.7,19.0,132.1,11.9,7.0,7.5,moderate
72.3,96.5,36.9,7.0,119.7,6.4,4.5,4.0,low
82.5,96.0,36.6,15.9,141.8,9.6,7.1,3.3,low
89.0,97.3,37.2,17.2,120.9,11.5,6.9,9.3,low
96.1,99.8,37.3,20.8,147.3,10.5,9.1,4.5,low
114.5,94.1,36.5,17.8,109.5,4.9,3.1,8.0,moderate
82.9,94.7,37.2,22.5,121.5,6.6,6.5,4.7,low
97.4,97.9,36.3,18.7,143.4,11.4,6.2,8.5,low
88.5,94.9,36.9,20.4,137.5,5.8,6.6,0.9,low
73.6,98.6,35.8,20.2,116.6,3.9,4.1,5.6,low
66.9,100.0,36.3,13.1,112.2,8.5,2.3,1.5,low
84.9,96.7,36.9,24.7,121.6,7.5,7.6,5.8,moderate
80.0,97.4,37.3,21.4,133.6,8.8,7.0,7.3,low
125.9,95.2,37.2,25.4,162.1,10.7,10.0,7.8,high
85.1,95.4,37.0,12.7,109.8,9.8,1.2,6.5,low
120.7,97.0,36.7,27.9,142.2,8.6,9.3,9.7,high
86.3,95.7,37.4,13.5,123.9,9.9,0.7,4.1,low
77.6,96.5,36.4,14.5,97.9,11.4,4.3,7.2,low
99.9,96.9,36.7,18.4,121.7,3.7,5.0,6.6,low
77.3,98.9,35.9,18.9,115.8,6.1,3.2,5.9,low
71.5,99.1,37.7,17.5,104.2,8.3,2.2,3.4,low
65.3,96.7,36.4,16.5,119.2,6.8,2.1,2.8,low
77.5,97.9,37.4,11.9,156.2,7.9,7.9,0.5,moderate
97.4,99.0,37.3,21.5,145.3,11.8,8.1,2.8,low
68.5,98.6,36.5,14.1,117.6,11.0,1.0,1.0,low
76.7,95.7,36.5,13.6,129.6,8.7,0.0,1.1,low
92.3,97.2,36.5,14.3,118.5,7.2,1.8,2.8,low
107.1,98.9,36.8,19.5,141.5,11.4,9.9,5.3,moderate
87.9,98.7,36.4,14.1,113.3,9.8,4.3,2.0,low
72.7,95.5,36.4,17.3,119.8,9.6,7.1,6.6,low
92.9,96.9,37.2,18.6,145.7,2.8,7.5,7.9,moderate
87.1,98.4,36.5,13.5,129.6,5.2,4.8,5.1,low
91.8,96.5,36.1,18.9,131.9,7.9,6.9,1.4,low
64.4,95.6,36.6,13.0,139.2,7.5,3.3,6.3,low
88.7,100.0,37.6,20.2,154.8,6.0,7.6,5.0,moderate
112.1,95.4,37.1,17.2,125.6,9.9,9.5,3.8,moderate
77.9,96.1,36.5,17.6,120.0,10.4,5.1,7.3,low
70.4,94.6,37.0,14.1,125.5,9.0,4.5,4.6,low
99.8,98.1,36.3,19.2,134.7,6.0,6.6,8.3,low
94.1,100.0,37.3,23.3,163.4,10.6,9.5,0.8,moderate
68.0,96.5,37.1,11.6,113.0,9.7,3.6,1.8,low
97.8,97.8,36.9,23.8,149.9,3.9,9.7,5.5,high
61.8,97.8,36.8,16.0,137.5,4.6,3.9,5.0,low
81.7,98.6,36.9,6.3,137.3,6.5,5.3,4.3,low
104.2,94.6,37.1,22.8,122.0,5.4,1.8,9.4,moderate
81.0,95.5,37.0,18.5,128.7,11.0,1.7,6.3,low
85.7,95.2,37.8,13.3,106.0,10.3,3.1,6.8,low
75.8,96.9,36.2,14.5,130.7,3.8,0.8,6.2,low
69.4,94.6,37.0,20.6,123.8,4.7,2.3,4.0,low
90.0,98.9,37.5,21.0,144.1,6.8,9.3,2.9,low
89.4,93.9,36.8,11.7,148.4,6.9,6.8,1.5,low
61.8,93.3,36.1,15.6,117.6,6.9,0.0,6.5,low
100.7,95.5,37.0,16.6,163.4,4.2,9.4,4.3,critical
71.6,99.7,36.4,13.5,141.0,5.2,4.6,7.2,low
107.3,96.9,36.7,20.4,143.9,7.0,9.7,6.6,moderate
88.6,94.4,36.5,15.8,135.1,2.2,1.4,6.6,low
77.1,99.2,36.6,14.3,118.0,4.4,2.0,5.5,low
88.5,98.8,37.8,15.7,114.9,2.7,1.9,7.5,low
81.1,96.4,36.9,19.9,132.7,11.7,2.4,9.0,low
89.0,96.2,37.1,17.2,114.5,4.6,5.7,8.4,low
81.6,97.2,36.7,16.9,127.3,2.9,2.8,3.2,low
64.3,99.1,37.3,11.0,125.7,8.5,0.6,7.2,low
67.4,97.8,36.8,14.5,134.3,8.2,4.1,1.5,low
89.5,97.1,37.5,19.7,116.0,6.2,4.0,6.9,low
84.5,97.3,36.9,18.1,115.6,7.4,5.1,0.5,low
66.8,98.8,35.6,11.1,116.7,4.3,3.2,5.8,low
85.6,97.8,36.9,21.1,142.2,3.0,8.9,0.1,moderate
85.2,95.1,36.7,17.8,134.1,7.4,0.8,7.7,low
113.4,96.5,37.4,22.3,155.8,11.2,9.2,9.2,critical
79.8,93.9,36.0,15.0,136.7,10.4,7.8,2.7,low
76.3,99.7,37.0,12.6,113.1,6.5,5.1,5.3,low
85.3,100.0,36.9,24.5,114.4,8.5,1.5,3.4,low
81.0,98.1,36.1,16.2,120.4,6.2,0.7,4.2,low
87.6,100.0,36.4,17.4,125.6,7.0,7.6,0.6,low
112.7,95.9,37.1,32.0,153.3,2.6,6.5,9.7,critical
94.7,94.0,37.2,24.3,131.5,3.8,0.6,9.5,moderate
92.6,95.3,36.9,20.3,149.1,4.5,7.7,8.0,moderate
73.7,97.1,37.1,19.1,118.0,4.5,4.5,6.4,low
92.3,100.0,36.5,17.1,114.5,5.1,0.8,4.5,low
69.8,98.4,37.1,18.0,143.5,5.6,7.4,6.4,moderate
89.5,97.2,37.3,15.9,121.7,11.8,2.2,7.1,low
77.6,93.0,37.1,15.6,114.7,9.8,0.7,2.0,moderate
101.4,97.5,36.8,11.6,119.2,7.0,2.1,1.7,low
105.7,96.9,36.6,15.6,167.9,10.6,9.3,0.9,high
74.3,95.5,37.2,18.4,114.9,5.3,6.4,0.0,low
108.8,97.9,37.0,19.8,147.8,11.6,8.9,4.3,moderate
70.5,96.0,36.7,22.4,113.9,10.5,3.0,3.7,low
97.6,97.7,37.0,27.8,134.8,5.7,9.9,8.5,moderate
64.6,95.2,36.8,16.2,128.5,11.7,3.9,6.8,low
74.2,97.6,37.7,14.8,138.8,11.1,2.5,4.0,low
79.0,92.9,36.1,19.8,120.1,8.2,0.9,5.0,moderate
67.5,95.8,36.0,10.5,124.4,8.0,0.1,1.0,low
100.5,97.0,37.7,22.3,139.0,4.8,8.7,1.5,high
81.1,98.7,36.7,16.8,110.8,8.5,6.3,1.1,low
93.8,99.0,36.8,19.8,152.7,6.6,8.1,8.2,moderate
85.4,94.6,36.7,22.6,97.1,11.7,4.5,6.3,low
81.5,96.1,36.4,20.7,115.2,11.5,3.7,9.8,low
99.0,96.1,37.2,15.4,146.6,6.5,9.9,6.7,low
79.1,100.0,36.3,17.9,135.0,10.9,1.8,4.6,low
69.8,99.0,36.8,11.3,121.2,7.3,4.0,0.3,low
98.2,99.0,36.8,19.9,120.4,2.1,6.5,4.9,moderate
87.9,93.6,37.5,17.5,131.5,6.8,8.7,0.4,low
74.2,99.8,36.7,13.1,148.4,2.5,4.8,0.6,low
94.1,96.1,37.4,19.6,146.2,9.4,8.9,2.0,low
95.3,94.1,37.1,21.3,170.0,11.3,9.6,1.5,moderate
94.0,95.8,36.7,15.6,142.9,11.7,7.8,2.2,low
75.8,99.6,36.9,18.2,155.6,4.6,8.9,3.3,high
79.6,98.1,36.9,21.3,115.8,5.2,3.8,7.8,low
69.9,96.2,37.2,16.9,110.9,7.1,2.8,3.0,low
79.9,96.3,36.5,14.4,115.8,3.4,3.1,0.4,low
83.1,97.8,37.1,15.1,106.9,11.9,2.4,2.4,low
74.7,94.7,37.1,14.1,142.4,5.3,6.1,3.7,low
84.2,96.0,36.2,18.9,109.0,6.6,5.6,6.9,low
73.3,100.0,36.3,17.5,114.4,7.3,1.6,4.3,low
66.0,98.6,35.8,14.7,99.6,5.3,4.4,7.7,low
88.6,94.9,36.3,17.9,95.6,9.3,5.8,1.5,low
86.2,97.9,37.4,15.1,129.5,7.1,7.5,1.9,low
111.6,98.1,37.5,19.0,141.7,9.5,8.8,7.7,moderate
58.0,98.5,37.1,17.6,130.6,6.6,0.5,2.9,low
107.1,94.0,36.4,25.9,142.1,2.8,8.4,8.3,critical
74.0,94.7,37.0,20.0,126.1,10.3,3.3,5.9,low
69.4,96.5,36.4,19.0,115.6,5.0,1.3,4.2,low
58.1,98.5,37.1,19.9,137.7,9.9,4.4,7.2,low
103.4,94.5,36.4,14.4,136.1,8.8,3.8,8.7,low
65.0,95.7,37.3,11.3,131.0,10.2,4.3,6.7,low
121.4,94.3,36.6,28.4,163.5,11.9,6.9,9.3,high
96.8,94.0,36.9,20.0,116.7,7.8,7.5,9.7,low
89.6,98.8,36.7,11.9,137.4,9.1,7.3,0.2,low
75.8,97.0,36.9,10.9,102.6,4.5,2.4,1.0,low
105.9,95.0,36.8,29.0,142.1,4.8,8.0,9.7,high
109.0,99.0,37.0,17.9,174.0,9.0,9.1,8.9,high
86.7,94.3,37.1,13.9,130.1,3.9,6.6,4.6,moderate
75.9,96.5,35.7,16.9,104.8,10.8,4.9,2.2,low
107.0,97.8,36.8,21.1,112.9,10.2,3.1,9.9,low
69.6,95.4,36.0,21.0,117.3,9.4,6.6,1.9,low
89.5,91.8,36.0,23.2,104.7,6.1,2.0,9.6,moderate
94.7,94.6,35.6,14.4,119.0,8.9,4.7,0.6,low
67.0,96.5,36.8,17.7,112.3,10.2,0.2,5.8,low
86.0,96.4,35.9,21.4,129.1,4.6,1.9,3.8,low
102.1,95.2,36.0,22.6,122.5,3.1,2.1,9.6,moderate
80.8,98.1,35.5,18.8,114.2,2.8,0.6,4.9,moderate
70.4,96.0,36.2,13.9,120.2,7.1,4.4,2.7,low
103.5,96.2,37.1,21.0,161.8,3.5,9.5,5.4,critical
89.7,96.1,36.2,16.5,128.4,9.3,0.9,7.3,low
76.7,95.8,37.0,13.5,123.2,11.7,0.9,4.8,low
77.4,97.5,36.4,20.2,115.0,3.3,0.4,4.0,low
93.3,96.4,36.6,21.3,122.3,4.0,4.6,2.7,low
85.1,97.2,36.5,21.5,120.9,4.4,6.1,6.2,moderate
90.8,98.4,36.5,11.6,115.0,10.1,5.5,0.0,low
91.0,99.0,36.4,24.4,167.3,7.6,9.5,6.1,moderate
86.3,96.3,36.5,19.1,139.9,3.6,6.3,4.3,moderate
72.3,98.6,37.0,14.2,133.4,7.9,7.8,6.2,low
82.1,95.1,36.3,15.4,142.9,3.6,4.0,7.1,low
84.0,96.6,36.9,14.2,125.8,5.3,5.8,1.0,low
116.2,100.0,35.7,25.5,163.8,11.0,7.9,9.7,critical
87.3,96.3,37.3,23.9,109.1,11.3,6.0,8.6,low
83.5,98.0,37.0,21.7,113.0,6.5,0.8,3.8,low
121.6,97.8,38.1,20.3,160.7,2.9,9.6,4.3,critical
78.2,97.5,36.5,18.7,159.9,11.8,7.4,4.7,moderate
104.5,97.4,37.3,14.8,137.9,10.7,7.3,2.5,moderate
101.0,97.3,37.0,25.2,151.6,10.6,9.3,7.7,high
65.5,96.1,36.0,14.7,114.4,8.8,2.9,0.3,low
106.3,96.4,36.7,28.2,118.5,5.9,9.6,7.6,high
68.4,100.0,36.7,20.4,112.0,4.3,3.9,5.3,low
112.1,99.5,37.1,17.8,138.6,7.8,9.6,3.9,moderate
77.0,97.1,37.1,18.9,139.4,8.1,9.1,4.6,low
72.8,94.7,36.5,20.9,114.0,9.2,0.5,4.8,low
68.2,95.8,36.7,11.4,99.1,5.7,0.7,5.8,low
91.2,96.2,36.8,13.3,100.2,5.3,5.6,3.5,low
78.1,99.1,36.9,16.7,126.4,9.3,5.5,4.8,low
73.6,96.8,37.4,16.6,140.9,10.7,0.0,5.3,low
66.0,93.9,36.0,13.5,123.8,6.9,4.4,2.9,low
77.7,96.5,37.4,17.4,141.9,2.9,6.6,5.5,moderate
97.1,95.0,36.5,20.9,154.3,2.6,6.7,2.4,high
104.0,95.3,37.4,19.4,141.6,8.1,6.7,2.4,moderate
75.9,98.6,37.7,16.3,135.1,6.4,6.7,4.6,low
109.2,93.9,37.7,22.1,162.4,3.9,9.8,7.2,critical
89.9,97.3,36.6,18.0,127.4,4.1,6.4,0.4,moderate
78.6,97.4,36.9,21.0,107.6,10.4,3.8,0.4,low
82.5,98.6,37.0,17.6,122.1,10.6,4.7,5.3,low
117.3,98.9,36.9,21.4,133.2,11.8,9.5,8.2,high
88.3,98.4,36.6,14.6,131.9,11.0,8.1,0.7,low
97.9,96.8,36.6,12.8,127.9,9.6,3.0,8.1,low
107.2,98.2,37.4,18.4,154.6,4.7,9.4,8.0,critical
103.8,94.3,36.4,20.2,124.9,3.9,8.7,7.3,high
83.7,96.8,36.3,18.5,121.9,3.0,4.7,5.9,low
84.5,95.7,36.1,14.8,134.7,6.4,1.5,1.0,low
68.2,98.7,37.4,19.8,113.4,2.3,6.3,4.0,moderate
87.3,95.7,36.3,22.4,152.4,5.9,7.0,5.8,high
70.8,96.8,36.7,13.8,104.4,10.1,5.1,4.0,low
92.9,98.2,37.1,21.6,142.4,10.6,9.4,2.2,low
92.9,98.5,37.1,22.3,117.4,9.7,2.2,9.7,low
117.2,96.3,36.1,28.2,126.0,8.7,8.6,9.6,high
87.2,98.2,36.6,14.7,136.0,4.4,4.9,2.2,low
105.5,97.1,37.0,26.7,144.0,10.1,9.2,9.5,high
86.6,100.0,36.1,17.6,112.3,8.6,0.2,2.5,low
79.2,99.0,36.7,23.1,145.1,5.6,8.2,1.0,moderate
90.9,94.0,37.1,17.0,131.1,2.2,0.1,7.7,low
114.5,95.1,36.4,21.5,133.4,3.9,4.2,8.3,moderate
104.5,95.3,36.5,18.5,98.9,4.0,3.6,9.8,moderate
95.0,95.8,36.9,18.2,140.9,8.2,9.0,3.3,low
78.9,99.5,36.7,21.2,103.8,9.1,3.0,0.4,low
89.6,100.0,36.9,23.9,139.7,11.0,7.9,1.9,moderate
79.8,95.9,37.1,22.8,86.1,6.9,5.2,8.8,low
100.0,93.5,37.8,24.5,132.3,7.2,9.5,6.5,high
86.2,98.3,36.5,13.2,129.7,2.3,3.4,4.3,low
73.2,98.4,36.5,14.3,103.7,11.4,0.1,4.1,low
105.5,97.5,36.2,25.9,135.3,6.7,8.4,8.7,high
71.8,96.0,36.4,14.8,133.3,9.2,1.0,6.2,low
123.4,97.7,37.1,23.3,155.5,3.8,9.9,4.2,critical
65.4,99.9,36.9,7.4,101.9,6.4,4.4,5.0,low
82.2,98.5,37.0,14.6,128.1,6.3,4.8,6.9,low
82.3,98.0,36.4,18.6,105.1,4.0,3.1,4.5,low
96.8,99.4,37.5,17.8,142.2,3.1,6.8,1.4,moderate
119.8,98.7,37.9,22.4,159.8,9.8,10.0,8.5,critical
89.0,93.7,36.8,15.5,119.5,10.0,4.5,1.2,low
90.3,96.5,36.8,13.5,146.7,5.8,8.1,5.4,moderate
102.5,95.1,36.8,18.9,141.3,2.4,6.8,8.5,high
79.8,97.0,36.0,18.8,113.8,10.4,1.1,5.1,low
81.0,97.7,36.8,12.9,140.4,9.6,6.9,6.1,low
67.6,98.2,36.5,17.1,104.6,5.8,1.8,7.2,low
90.2,97.3,36.3,18.0,133.5,6.1,7.1,8.7,low
114.8,96.0,37.9,21.8,162.4,2.4,7.0,7.3,high
87.9,100.0,36.5,13.3,119.0,4.0,2.7,4.4,low
97.4,96.3,37.1,16.3,122.2,4.5,2.1,7.3,low
126.2,98.1,37.2,20.2,143.5,11.3,8.3,9.9,high
77.2,99.5,37.4,19.1,147.2,5.5,8.9,0.6,moderate
86.5,95.5,36.5,10.6,125.9,4.7,4.8,4.1,low
70.5,97.0,37.1,16.4,128.9,8.6,3.2,4.3,low
103.1,98.5,36.8,16.9,126.2,3.4,6.6,7.7,high
90.6,96.2,37.0,16.5,128.0,10.7,6.3,0.0,low
84.3,100.0,36.5,16.1,108.5,7.5,3.3,2.4,low
92.9,93.5,36.7,18.0,136.0,7.8,7.4,2.3,low
83.6,95.2,37.0,16.5,121.4,3.1,5.6,0.1,moderate
90.9,98.3,36.1,17.2,107.9,9.7,1.1,2.3,low
81.1,98.3,37.1,17.4,128.5,6.0,5.7,5.6,low
81.2,94.3,36.7,14.6,148.8,12.0,2.5,4.9,low
85.8,96.9,37.0,18.5,129.6,10.8,7.4,4.6,low
78.6,93.9,36.2,18.7,102.8,5.1,5.0,5.6,low
92.7,97.1,36.8,22.8,132.1,10.2,7.2,8.7,moderate
103.3,93.1,37.8,18.3,156.9,2.4,9.3,1.8,critical
78.2,99.0,36.5,20.7,108.2,9.2,0.9,6.3,low
66.5,95.3,36.7,25.0,155.7,4.3,2.6,3.8,moderate
80.3,99.0,36.5,15.6,148.3,4.9,6.6,5.0,moderate
107.9,95.2,37.1,22.2,147.0,10.5,9.2,5.4,high
68.9,95.6,36.2,15.0,118.7,11.7,5.0,0.5,low
85.2,97.4,37.1,16.4,128.0,11.0,5.2,6.7,low
63.9,98.7,36.5,15.1,113.5,6.4,2.9,4.2,low
70.5,97.6,37.7,16.6,139.2,7.4,7.0,6.3,low
107.4,96.7,36.3,21.0,114.3,2.2,0.7,1.6,moderate
81.1,93.1,37.5,15.6,131.1,7.4,6.0,4.7,low
75.6,96.1,37.2,18.1,113.6,4.8,3.9,9.1,low
69.3,93.9,36.8,18.5,124.7,11.5,2.0,8.1,low
108.6,98.4,38.1,22.5,143.4,9.6,8.6,4.9,high
74.9,94.1,36.7,18.4,117.4,5.6,2.1,4.6,low
82.4,97.9,36.8,17.5,116.9,11.0,6.0,0.3,low
53.6,96.3,36.3,16.4,120.5,11.2,0.1,6.3,low
66.0,98.4,36.6,18.1,129.1,5.8,3.1,8.3,low
76.4,98.3,36.2,17.1,119.3,4.8,1.0,4.8,low
77.7,96.7,36.1,22.7,123.5,11.5,3.6,8.8,low
84.3,95.9,37.2,17.8,132.5,2.0,1.9,2.2,low
92.7,97.4,37.1,23.4,123.6,11.3,7.3,2.6,moderate
82.1,98.5,37.5,12.4,118.3,6.0,1.1,7.2,low
106.0,96.8,37.7,21.1,112.4,9.2,8.4,4.7,moderate
94.8,97.3,37.1,15.2,129.3,8.8,7.3,3.6,low
97.5,89.8,36.6,16.8,143.2,5.5,8.1,8.0,high
87.5,94.7,35.9,20.6,112.4,7.3,0.1,4.8,low
94.6,96.5,35.7,22.4,129.4,3.1,6.5,7.6,moderate
106.0,98.5,37.8,20.7,141.7,7.9,9.8,4.8,moderate
93.6,99.7,37.8,19.6,134.8,6.3,9.4,5.0,low
